Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,Account_id_x,Provider_Number_x,Definitive_ID,Customer_ID,initial_score,score_label,is_kids_hospital,Provider_Number_y,GPO_Affiliations,Hospital_Name,post_state_score_label,post_state_applied,post_HealthTrust_score_label,post_HealthTrust_applied,post_Vazient_and_kids_score_label,post_Vazient_and_kids_applied,final_score,Account_id_y,first_year_month_transaction,Daily_Revenue_mean_2018,Daily_Revenue_sum_2018,Total_Daily_Revenue,is_quva_customer,Provider_Number,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,idn_final_score_label,is_independent,Pharmacy_Costs,Provider_ID,Total_Costs,Total_Charges,Pharmacy_Total_Cost,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
0,75.926,25,0,996,2,1.657,3247874,0,0,0.333,0,0,1,0.333,0.333,0,0,41.667,1,1,1,1,11.111,,331316,2814,nan,35.556,D,FALSE,331316,"Intalere (FKA: Amerinet), Vizient, Premier Inc, Magnet Group",Community Memorial Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,331316,13346,Crouse Hospital Health System,835785,HAMILTON,NY,Boston,"Mckeon, Pa",0.049,514,2,C,FALSE,1872389,331316,34739801,73345438,2013232,-75.5434,42.8231,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,48.838,25,0,2303,2,0.967,2134444,0,0,0.333,0,0,1,0,0.333,0,0,40,1,1,1,1,11.111,,331311,2794,nan,34.222,D,FALSE,331311,"Intalere (FKA: Amerinet), Magnet Group, Premier Inc, Vizient",Little Falls Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,331311,13365,Bassett Healthcare,4897,LITTLE FALLS,NY,Boston,"Mckeon, Pa",0.055,452,5,C,FALSE,1571898,331311,26053480,62988799,1571898,-74.8606,43.0474,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,52.767,185,0,2246,3,1.048,8564651,0,0,0.333,0.375,0,1,0,0,0,0,42.083,1,1,0,0,77.778,,331317,2812,nan,49.222,C,FALSE,331317,"Premier Inc, AmerisourceBergen",Lewis County General Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,331317,13367,,-1,LOWVILLE,NY,Boston,"Mckeon, Pa",,,,,TRUE,2529406,331317,61584147,115821470,2529406,-75.4156,43.7893,"(0.0, 1001.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1712,59.27,261,6.667,3360,3,1.3,10077305,37.917,0.167,0.333,0.5,0,1,0.333,0,0,0.143,48.929,1,1,0,0,88.889,,330115,2815,nan,56.921,B,FALSE,330115,"Premier Inc, Magnet Group",Oneida Healthcare,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330115,13421,,-1,ONEIDA,NY,Boston,"Mckeon, Pa",,,,,TRUE,1446539,330115,77522361,202428344,1375785,-75.6508,43.0862,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
1732,59.568,171,12.667,11219,5,1.332,12784623,31.083,0.167,0.333,0.375,0.25,1,0.333,0,0,0.429,51.786,1,1,0,0,77.778,,330215,2855,nan,56.984,B,FALSE,330215,"Magnet Group, Premier Inc",Rome Memorial Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330215,13440,,-1,ROME,NY,Boston,"Mckeon, Pa",,,,,TRUE,3869396,330215,77895981,288550307,3800614,-75.4498,43.2193,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(12.618, 14.957]"
4042,42.343,201,6.333,8518,7,1.649,26245720,17.25,0.167,0,0.375,0.25,0,0.333,0,0,0.143,40.595,1,1,1,1,88.889,,330245,2856,nan,50.254,B,FALSE,330245,"Premier Inc, Intalere (FKA: Amerinet), Vizient",St Elizabeth Medical Center,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330245,13501,Mohawk Valley Health System,585279,UTICA,NY,Boston,"Mckeon, Pa",0.319,472,3,C,FALSE,10609459,330245,185010583,612634670,10207776,-75.2315,43.0871,"(1001.0, 5000.0]","(0.0, 48.525]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
3520,51.17,286,3.333,9233,7,1.409,28209029,23.083,0.167,0.333,0.5,0.25,0,0.333,0,0,0,43.75,1,1,0,0,88.889,,330157,2796,nan,52.778,B,FALSE,330157,"Premier Inc, McKesson Pharmaceutical",Samaritan Medical Center,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330157,13601,,-1,WATERTOWN,NY,Boston,"Mckeon, Pa",,,,,TRUE,9074349,330157,184972744,522676465,9661074,-75.9122,43.9743,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,55.755,24,0,552,1,1.026,1115767,0,0,0.333,0,0,1,0,0.333,0,0,40,1,1,0,1,11.111,,331309,2795,nan,34.222,D,FALSE,331309,"Magnet Group, Vizient, Premier Inc",River Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,331309,13607,,-1,ALEXANDRIA BAY,NY,Boston,"Mckeon, Pa",,,,,TRUE,202313,331309,16357963,22870666,344644,-75.9177,44.3359,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,51.389,55,0,3020,2,0.895,4725263,0,0,0.333,0.125,0,1,0,0.333,0,0,41.25,1,1,0,0,33.333,,331318,2797,nan,39.667,C,FALSE,331318,Premier Inc,Carthage Area Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,331318,13619,,-1,CARTHAGE,NY,Boston,"Mckeon, Pa",,,,,TRUE,716919,331318,42484326,78899021,716919,-75.6013,43.9791,"(0.0, 1001.0]","(48.525, 80.564]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,44.171,25,0,2510,2,0.946,1301241,0,0,0,0,0,1,0,0.333,0,0,36.667,1,1,0,0,11.111,,331315,2891,nan,31.556,D,FALSE,331315,"Magnet Group, Premier Inc",Gouverneur Hospital (FKA: Edward John  Noble Hospital Of Gouverneur),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,331315,13642,St Lawrence Health System,574625,GOUVERNEUR,NY,Boston,"Mckeon, Pa",0.21,119,2,D,FALSE,595215,331315,16352072,32696296,595215,-75.4651,44.3283,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1556,53.401,50,0,4550,4,1.261,4753551,59.688,0.167,0.333,0,0,1,0.333,0.333,0.5,0,46.667,1,1,0,0,22.222,,330223,2893,nan,41.778,C,FALSE,330223,Premier Inc,Massena Memorial Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330223,13662,,-1,MASSENA,NY,Boston,"Mckeon, Pa",,,,,TRUE,2471856,330223,48847689,104413336,3010525,-74.8845,44.9322,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
2546,50.595,130,0,4051,5,1.213,9307631,48.854,0.167,0.333,0.25,0,1,0.333,0,0.5,0,47.5,1,1,1,1,44.444,,330211,2894,nan,46.889,C,FALSE,330211,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc",Claxton - Hepburn Medical Center,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330211,13669,,-1,OGDENSBURG,NY,Boston,"Mckeon, Pa",,,,,TRUE,945696,330211,83155683,229844418,1054494,-75.4774,44.6902,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(0.0, 5.0]"
0,56.128,108,0,4438,10,1.077,8518514,24.583,0,0.333,0.25,0,0,0,0,0,0,5.833,0,0,0,0,44.444,,334003,5960,nan,13.556,D,FALSE,334003,Magnet Group,St Lawrence Psychiatric Center,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,334003,13669,New York State Office of Mental Health,552464,OGDENSBURG,NY,Boston,"Mckeon, Pa",0.024,4450,24,D,FALSE,1748378,334003,41771154,9268734,1758335,-75.4774,44.6902,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
5410,53.953,94,6,3205,4,1.318,13335789,55.417,0.333,0.333,0.125,0,1,0.333,0,0.5,0.143,50.179,1,1,1,0,44.444,,330197,2892,nan,49.032,C,FALSE,330197,"Intalere (FKA: Amerinet), Premier Inc",Canton - Potsdam Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330197,13676,St Lawrence Health System,574625,POTSDAM,NY,Boston,"Mckeon, Pa",0.79,119,2,D,FALSE,6497857,330197,117980875,321034636,6497857,-74.9681,44.6592,"(5000.0, 9140.479]","(48.525, 80.564]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(5.0, 10.0]"
0,52.668,20,0,308,1,0.876,1352866,0,0,0.333,0,0,1,0,0.333,0,0,40,1,1,1,0,11.111,,331307,5168,nan,34.222,D,FALSE,331307,"Premier Inc, Intalere (FKA: Amerinet)",Clifton - Fine Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,331307,13690,,-1,STAR LAKE,NY,Boston,"Mckeon, Pa",,,,,TRUE,,331307,6625788,7089936,0,-75.033,44.1578,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,63.075,16,0,1173,2,0.888,1415350,0,0,0.333,0,0,1,0,0.333,0,0,40,1,1,1,1,11.111,,331305,5167,nan,34.222,D,FALSE,331305,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc",OConnor Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,331305,13753,Bassett Healthcare,4897,DELHI,NY,Boston,"Mckeon, Pa",0.035,452,5,C,FALSE,683114,331305,14933948,23354799,683114,-74.9207,42.2937,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1696,54.084,138,0,3591,3,1.258,5332549,29.479,0.167,0.333,0.25,0,1,0.333,0.333,0,0,46.667,1,1,1,1,44.444,,330033,2771,nan,46.222,C,FALSE,330033,"Magnet Group, Vizient, Premier Inc, Intalere (FKA: Amerinet)",UHS Chenango Memorial Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330033,13815,United Health Services,2760,NORWICH,NY,Boston,"Mckeon, Pa",0.174,635,4,B,FALSE,1632577,330033,50578610,145261611,1246377,-75.5274,42.5414,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2274,54.112,191,0,4038,4,1.155,9380098,50.625,0.167,0.333,0.375,0,1,0,0,0.5,0,47.083,1,1,0,1,77.778,,330085,2873,nan,53.222,B,FALSE,330085,"Magnet Group, Premier Inc, Vizient",Aurelia Osborn Fox Memorial Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330085,13820,Bassett Healthcare,4897,ONEONTA,NY,Boston,"Mckeon, Pa",0.423,452,5,C,FALSE,1961403,330085,72076667,129658774,1961403,-75.0491,42.4625,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
0,53.961,25,0,1851,1,0.955,1718095,0,0,0.333,0,0,1,0,0.333,0,0,40,1,1,1,1,11.111,,331312,2776,nan,34.222,D,FALSE,331312,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc",UHS Delaware Valley Hospital,D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,331312,13856,United Health Services,2760,WALTON,NY,Boston,"Mckeon, Pa",0.032,635,4,B,FALSE,,331312,15488822,41511692,0,-75.1532,42.1756,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
9251,60.134,472,4.667,5009,6,1.818,44037189,25.083,0.5,0.333,0.5,0,1,0.333,0,0,0,52.5,1,0,1,1,100,,330394,274102,nan,62,A,FALSE,330394,"Intalere (FKA: Amerinet), Vizient",UHS Binghamton General Hospital,A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,330394,13903,United Health Services,2760,BINGHAMTON,NY,Boston,"Mckeon, Pa",0.595,635,4,B,FALSE,17141454,330394,476741860,1185843534,17141454,-75.8977,42.0811,"(9140.479, 35608.014]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1466,56.692,131,0,5830,3,1.365,6820543,23.438,0.167,0.333,0.25,0.25,1,0.333,0,0,0,46.25,1,1,0,1,44.444,,330073,2793,nan,45.889,C,FALSE,330073,"Magnet Group, Premier Inc, Vizient",United Memorial Medical Center,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330073,14020,Rochester Regional Health System,775748,BATAVIA,NY,Pittsburgh,"Demetra,Mi",0.073,1801,6,C,FALSE,5293904,330073,84833425,230729504,5608436,-78.1929,43.0003,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,1,0,1,55.556,,000nan,579932,nan,48.111,C,FALSE,000nan,"Premier Inc, Vizient",United Memorial Hope Haven,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,000nan,14020,Rochester Regional Health System,775748,BATAVIA,NY,Pittsburgh,"Demetra,Mi",0.087,1801,6,C,FALSE,,000nan,263793813,1004965429,11524023,-78.1929,43.0003,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,33010F,541818,nan,24.111,D,FALSE,33010F,Department of Veterans Affairs,Batavia VA Medical Center (VA Western New York Healthcare System),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,33010F,14020,VA New York/New Jersey VA Health Care Network (VISN 2 - FKA VA Health Care Upstate New York),541796,BATAVIA,NY,Pittsburgh,"Demetra,Mi",0.067,2340,15,D,FALSE,,,,,,-78.1929,43.0003,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
1195,47.265,65,0,4041,4,1.407,2984906,11.25,0.167,0,0.125,0,1,0.333,0.333,0,0,42.083,1,1,1,1,33.333,,330229,2766,nan,40.333,C,FALSE,330229,"Premier Inc, Intalere (FKA: Amerinet), Magnet Group, Vizient",Brooks Memorial Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330229,14048,Kaleida Health,4885,DUNKIRK,NY,Pittsburgh,"Demetra,Mi",0.033,1640,7,B,FALSE,3787532,330229,39783665,95568075,3439205,-79.3283,42.4877,"(1001.0, 5000.0]","(0.0, 48.525]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
845,52.253,165,0,827,3,1.182,2494026,43.636,0,0.333,0.375,0,1,0,0.333,0.5,0,46.25,1,1,1,1,77.778,,330132,542008,nan,52.556,B,FALSE,330132,"Magnet Group, Intalere (FKA: Amerinet), Vizient, Premier Inc",Lake Shore Health Care Center,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330132,14081,Kaleida Health,4885,IRVING,NY,Pittsburgh,"Demetra,Mi",0.084,1640,7,B,FALSE,933573,330132,23895904,45111668,885995,-79.0596,42.5739,"(0.0, 1001.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
1476,79.241,143,12,3130,5,1.455,10613578,42.833,0.167,0.333,0.25,0,1,0.333,0,0.5,0.286,50.357,1,1,0,0,44.444,,330188,2854,nan,49.175,C,FALSE,330188,"Magnet Group, The Resource Group (AKA Resource & Supply Management Group - Ascension Health), Premier Inc",Mount St Marys Hospital And Health Center,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330188,14092,Catholic Health,274312,LEWISTON,NY,Pittsburgh,"Demetra,Mi",0.093,1387,5,B,FALSE,,330188,88715602,178052892,0,-79.0215,43.1722,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(10.0, 12.618]"
912,66.278,125,12.4,13584,5,1.268,7963484,33.65,0,0.333,0.25,0.25,1,0.333,0,0,0.286,46.607,1,1,0,0,44.444,,330163,2853,nan,46.175,C,FALSE,330163,"Magnet Group, Premier Inc",Eastern Niagara Hospital - Lockport,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330163,14094,Eastern Niagara Health System,551559,LOCKPORT,NY,Pittsburgh,"Demetra,Mi",0.442,125,2,C,FALSE,671580,330163,58374182,182494260,671580,-78.6923,43.16,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(10.0, 12.618]"
0,53.053,64,0,3016,2,1.08,3079405,0,0,0.333,0.125,0,1,0,0.333,0,0,41.25,1,1,0,0,33.333,,331319,2871,nan,39.667,C,FALSE,331319,"Premier Inc, Magnet Group",Orleans Community Health - Medina Memorial Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,331319,14103,,-1,MEDINA,NY,Pittsburgh,"Demetra,Mi",,,,,TRUE,527706,331319,27399672,54491677,527706,-78.3874,43.2184,"(0.0, 1001.0]","(48.525, 80.564]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
522,64.771,103,0,2057,3,1.05,3760416,11.364,0,0.333,0.25,0,1,0,0.333,0,0,42.5,1,1,0,0,44.444,,330111,2783,nan,42.889,C,FALSE,330111,"Magnet Group, Premier Inc",Bertrand Chaffee Hospital,C,FALSE,C,FALSE,C,FALSE,C,,,,,,FALSE,330111,14141,,-1,SPRINGVILLE,NY,Pittsburgh,"Demetra,Mi",,,,,TRUE,474083,330111,23020233,40373002,474083,-78.6847,42.52,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
8339,44.368,1068,5.667,4178,7,1.897,151013303,20.333,0.333,0,0.5,0,0,0.333,0,0,0.143,43.095,1,1,1,1,100,,330005,2781,nan,54.476,B,FALSE,330005,"Premier Inc, Intalere (FKA: Amerinet), Vizient",Buffalo General Medical Center (FKA: Buffalo General Hospital),B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330005,14203,Kaleida Health,4885,BUFFALO,NY,Pittsburgh,"Demetra,Mi",0.546,1640,7,B,FALSE,62545644,330005,1015031919,2795729921,62545644,-78.8681,42.8939,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,1,1,1,55.556,,000nan,780755,nan,48.111,C,TRUE,000nan,"Vizient, Intalere (FKA: Amerinet), Premier Inc",John R Oishei Childrens Hospital,C,FALSE,C,FALSE,B,TRUE,B,,,,,,FALSE,000nan,14203,Kaleida Health,4885,BUFFALO,NY,Pittsburgh,"Demetra,Mi",0.08,1640,7,B,FALSE,,000nan,263793813,1004965429,11524023,-78.8681,42.8939,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
3396,55.147,427,5.333,4430,7,1.627,37455653,20.583,0.167,0.333,0.5,0,0,0.333,0,0,0.143,43.929,1,1,0,0,100,,330078,2782,nan,55.143,B,FALSE,330078,"Magnet Group, Premier Inc",Sisters of Charity Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330078,14214,Catholic Health,274312,BUFFALO,NY,Pittsburgh,"Demetra,Mi",0.276,1387,5,B,FALSE,,330078,288969230,743553873,0,-78.8374,42.9414,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2727,41.182,888,3.333,11332,7,1.644,82306300,26.833,0.167,0,0.5,0.25,0,0.333,0,0,0,40.417,1,1,1,1,100,,330219,2787,nan,52.333,B,FALSE,330219,"Premier Inc, Intalere (FKA: Amerinet), Magnet Group, Vizient",Erie County Medical Center,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330219,14215,Great Lakes Health System of Western New York,577493,BUFFALO,NY,Pittsburgh,"Demetra,Mi",1,888,1,C,FALSE,25107575,330219,491670937,936144667,26545085,-78.8115,42.9335,"(1001.0, 5000.0]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,33012F,2785,nan,24.111,D,FALSE,33012F,"Magnet Group, Department of Veterans Affairs",Buffalo VA Medical Center (VA Western New York Healthcare System),D,FALSE,D,FALSE,D,FALSE,D,,,,,,FALSE,33012F,14215,VA New York/New Jersey VA Health Care Network (VISN 2 - FKA VA Health Care Upstate New York),541796,BUFFALO,NY,Pittsburgh,"Demetra,Mi",0.067,2340,15,D,FALSE,,,,,,-78.8115,42.9335,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2050,68.382,344,13.667,6302,5,1.701,26806300,26.417,0.167,0.333,0.5,0.25,1,0.333,0,0,0.429,53.036,1,1,0,0,100,,330102,2784,nan,62.429,A,FALSE,330102,"Premier Inc, Magnet Group",Kenmore Mercy Hospital,A,FALSE,A,FALSE,A,FALSE,A,,,,,,FALSE,330102,14217,Catholic Health,274312,BUFFALO,NY,Pittsburgh,"Demetra,Mi",0.223,1387,5,B,FALSE,,330102,154338775,347124360,0,-78.8769,42.9719,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(12.618, 14.957]"
4246,57.456,473,5,6617,7,1.956,51997683,10,0.167,0.333,0.5,0.25,0,0.667,0,0,0,45.417,1,1,0,0,100,,330279,2786,nan,56.333,B,FALSE,330279,"Magnet Group, Premier Inc",Mercy Hospital of Buffalo,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330279,14220,Catholic Health,274312,BUFFALO,NY,Pittsburgh,"Demetra,Mi",0.306,1387,5,B,FALSE,,330279,366199199,919062604,0,-78.8182,42.8441,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
2416,70.155,291,7,6521,5,1.444,22844035,37.75,0.167,0.333,0.5,0.25,1,0.333,0,0,0.143,50.179,1,0,0,1,88.889,,330074,2865,nan,57.921,B,FALSE,330074,Vizient,FF Thompson Hospital,B,FALSE,B,FALSE,B,FALSE,B,,,,,,FALSE,330074,14424,University of Rochester Medical Center,7167,CANANDAIGUA,NY,Boston,"Mckeon, Pa",0.178,1634,6,B,FALSE,6730085,330074,125712992,350926299,6092801,-77.2846,42.8689,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
