Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,initial_score,score_label,is_kids_hospital,Provider_Number,GPO_Affiliations,Hospital_Name_x,post_state_score_label,post_HealthTrust_score_label,post_Vazient_and_kids_score_label,post_state_applied,post_HealthTrust_applied,post_Vazient_and_kids_applied,final_score,Daily_Revenue_sum_2018,Daily_Revenue_mean_2018,first_year_month_transaction,Total_Daily_Revenue,is_quva_customer,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,is_independent,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
0,39.879,24,3.359,2233,1.75,1.011,1023980,21.597,0,0,0,0,1,0,0.333,0,0,6.667,0,0,0,0,4.444,6.222,D,FALSE,41305,Resource Optimization and Innovation (ROi),Mercy Hospital - Waldron (FKA Mercy Hospital Scott County),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,72958,Mercy (MO),7027,WALDRON,AR,Chicago,"Williams,Ly",0.004,154.6,34,FALSE,-94.0772,34.9026,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,39.69,25,3.359,2554,3.188,0.919,3062269,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,4.444,30.222,D,FALSE,371314,Vizient,The Physicians Hospital In Anadarko,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73005,One Cura Wellness,843004,ANADARKO,OK,Dallas,"Ballew,Ho",0.5,25,2,FALSE,-98.2429,35.0728,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,39.112,17,3.359,877,1.318,0.85,1644610,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,4.444,30.222,D,FALSE,371334,Vizient,Carnegie Tri - County Municipal Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73015,,-1,CARNEGIE,OK,Dallas,"Ballew,Ho",,,,TRUE,-98.5755,35.1235,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,50.162,26,3.359,1784,4.074,0.949,2513505,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,1,0,0,8.889,33.778,C,FALSE,370214,"Premier Inc, HealthTrust Purchasing Group (HPG)",Lindsay Municipal Hospital,C,D,C,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73052,,-1,LINDSAY,OK,Dallas,"Ballew,Ho",,,,TRUE,-97.5998,34.8211,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
962,47.117,64,3.359,2395,1.816,1.082,819779,47.188,0,0,0,0,1,0,0.333,0.5,0,39.167,1,1,0,0,17.778,34.889,C,FALSE,370156,Premier Inc,Pauls Valley General Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,73075,,-1,PAULS VALLEY,OK,Dallas,"Ballew,Ho",,,,TRUE,-97.2195,34.7385,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(39.828, 63.414]","(0.0, 5.0]"
328.875,54.348,26,3.359,2106,1.978,1.007,615258,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,0,0,0,8.889,33.778,C,FALSE,370139,HealthTrust Purchasing Group (HPG),Perry Memorial Hospital,C,D,C,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73077,,-1,PERRY,OK,Dallas,"Ballew,Ho",,,,TRUE,-97.2842,36.2875,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1351.375,48.475,39,3.359,2224,1.912,1.048,641755,34.062,0.167,0,0,0,1,0,0.333,0,0,39.167,1,1,0,0,8.889,33.111,D,FALSE,370158,Premier Inc,Purcell Municipal Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73080,SSM Health in Oklahoma,66754,PURCELL,OK,Dallas,"Ballew,Ho",0.049,131.333,6,FALSE,-97.4255,35.0103,"(1001.0, 5000.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,49.971,25,3.359,2303,1.962,0.817,1711532,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,1,0,1,4.444,32.889,D,FALSE,371328,"Premier Inc, Vizient",Arbuckle Memorial Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73086,Preferred Management Healthcare Specialists,794497,SULPHUR,OK,Dallas,"Ballew,Ho",0.137,20.333,9,FALSE,-96.9797,34.5116,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,54.91,25,3.359,2803,1.92,0.918,976722,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,1,0,0,4.444,32.889,D,FALSE,371323,Premier Inc,Weatherford Regional Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73096,SSM Health in Oklahoma,66754,WEATHERFORD,OK,Dallas,"Ballew,Ho",0.032,131.333,6,FALSE,-98.6996,35.535,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
7530.875,22.665,711,4.667,422,6.664,2.008,89103277,22.917,0.333,0,0.6,0,0,0.667,0,0,0,44.333,1,1,0,0,40,43.467,C,FALSE,370093,"Premier Inc, HealthTrust Purchasing Group (HPG)",Oklahoma University Medical Center,C,D,C,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73104,OU Medicine,577581,OKLAHOMA CITY,OK,Dallas,"Ballew,Ho",1,711,1,FALSE,-97.5017,35.4794,"(5000.0, 9140.479]","(0.0, 48.525]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2846.375,48.062,255,4.333,9185,5.652,1.546,16384642,23.167,0.167,0,0.6,0.25,1,0.333,0,0,0,16.417,0,0,0,0,35.556,20.244,D,FALSE,370094,HealthTrust Purchasing Group (HPG),AllianceHealth - Midwest (FKA Midwest Regional Medical Center),D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73110,AllianceHealth Oklahoma,950916,OKLAHOMA CITY,OK,Dallas,"Ballew,Ho",0.297,107.5,8,FALSE,-97.3974,35.4605,"(1001.0, 5000.0]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,31,3.359,4438,13.676,1.279,1739584,24.583,0,0.333,0,0,0,0.333,0.333,0,0,36.667,1,0,1,1,8.889,31.111,D,FALSE,372012,"Intalere (FKA: Amerinet), Vizient",Midwest City Specialty Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73110,Concord Healthcare Group,856822,OKLAHOMA CITY,OK,Dallas,"Ballew,Ho",0.203,38.25,4,FALSE,-97.3974,35.4605,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
569.5,33.14,12,3.359,4971,0.354,1.931,594845,21.597,0,0,0,0,1,0.667,0.333,0,0,40,1,0,1,1,4.444,32.889,D,FALSE,370201,"Intalere (FKA: Amerinet), Vizient",Surgical Hospital Of Oklahoma,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73129,Surgical Care Affiliates (SCA),574698,OKLAHOMA CITY,OK,Dallas,"Ballew,Ho",0.112,15.286,7,FALSE,-97.4913,35.4312,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
582.25,87.038,23,3.359,756,0.526,4.072,2453709,60.455,0,0.667,0,0,1,0,0.333,0.5,0,45.833,1,0,0,1,4.444,37.556,C,FALSE,370206,Vizient,Oklahoma Spine Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,73134,Medical Facilities Corporation,849785,OKLAHOMA CITY,OK,Dallas,"Ballew,Ho",0.15,30.6,5,FALSE,-97.5583,35.6174,"(0.0, 1001.0]","(80.564, 141.836]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(39.828, 63.414]","(0.0, 5.0]"
1766.75,53.582,14,3.359,4386,1.366,2.125,2503614,44.545,0.167,0.333,0,0,1,0.667,0.333,0.5,0,48.333,1,0,0,0,4.444,39.556,C,FALSE,370212,HealthTrust Purchasing Group (HPG),Oklahoma Center For Orthopaedic & Multi - Specialty Surgery,C,D,C,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73139,United Surgical Partners International (USPI),574628,OKLAHOMA CITY,OK,Dallas,"Ballew,Ho",0.115,24.4,5,FALSE,-97.5362,35.3792,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
3851.5,56.847,45,3.359,7958,2.47,2.587,4217013,34.091,0.167,0.333,0,0.25,1,1,0.333,0,0,48.75,1,1,0,0,13.333,41.667,C,FALSE,370203,"Premier Inc, HealthTrust Purchasing Group (HPG)",Community Hospital- South Campus,C,D,C,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73159,HPI Community Hospital,939857,OKLAHOMA CITY,OK,Dallas,"Ballew,Ho",1,45,1,FALSE,-97.5567,35.3922,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(5323.096, 15075.413]","(6.546, 10.75]","(2.489, 2.921]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,40.031,25,3.359,1013,1.144,0.881,1043645,21.597,0,0,0,0,1,0,0.333,0,0,6.667,0,0,0,0,4.444,6.222,D,FALSE,371310,Resource Optimization and Innovation (ROi),Mercy Hospital - Healdton (FKA Healdton Mercy Hospital),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73438,Mercy (MO),7027,HEALDTON,OK,Dallas,"Ballew,Ho",0.005,154.6,34,FALSE,-97.4889,34.229,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,39.129,21,3.359,1799,2.236,0.882,577482,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,4.444,30.222,D,FALSE,371326,"HealthTrust Purchasing Group (HPG), Vizient",AllianceHealth - Madill (FKA: Integris Marshall County Medical Center),D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73446,AllianceHealth Oklahoma,950916,MADILL,OK,Dallas,"Ballew,Ho",0.024,107.5,8,FALSE,-96.7597,34.0784,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,48.321,25,3.359,1449,1.318,0.852,1837228,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,0,4.444,30.222,D,FALSE,371306,Resource Optimization and Innovation (ROi),Mercy Health - Love County Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73448,Mercy (MO),7027,MARIETTA,OK,Dallas,"Ballew,Ho",0.005,154.6,34,FALSE,-97.1148,33.9431,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,40.933,25,3.359,1202,1.912,1.036,862074,21.597,0,0,0,0,1,0,0.333,0,0,6.667,0,0,0,0,4.444,6.222,D,FALSE,371304,Resource Optimization and Innovation (ROi),Mercy Hospital - Tishomingo (FKA Johnston Memorial Hospital),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73460,Mercy (MO),7027,TISHOMINGO,OK,Dallas,"Ballew,Ho",0.005,154.6,34,FALSE,-96.6675,34.2643,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,47.795,38,3.359,4824,3.02,1.103,2106245,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,8.889,31.111,D,FALSE,370170,"Managed Healthcare Associates (MHA), Vizient",Lawton Indian Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73507,Oklahoma City Area Indian Health Service,854636,LAWTON,OK,Dallas,"Ballew,Ho",0.299,42.333,3,FALSE,-98.3895,34.6246,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,37.217,22,3.359,760,1.786,0.966,989286,21.597,0,0,0,0,1,0,0.333,0,0,6.667,0,0,0,0,4.444,6.222,D,FALSE,371338,,Harmon Memorial Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73550,,-1,HOLLIS,OK,Dallas,"Ballew,Ho",,,,TRUE,-99.9177,34.6953,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,38.838,18,3.359,959,1.588,0.949,487235,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,1,0,0,4.444,30.222,D,FALSE,371330,"Premier Inc, HealthTrust Purchasing Group (HPG)",Mangum Regional Medical Center (FKA Quartz Mountain Medical Center),D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73554,,-1,MANGUM,OK,Dallas,"Ballew,Ho",,,,TRUE,-99.4606,34.9126,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,41.579,25,3.359,706,0.654,1.153,651767,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,0,1,4.444,30.222,D,FALSE,371311,Vizient,Jefferson County Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73573,Duncan Regional Hospital System,925239,WAURIKA,OK,Dallas,"Ballew,Ho",0.171,73,2,FALSE,-97.9973,34.1745,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
961.25,41.941,56,3.359,2658,3.31,1.24,1734787,63.125,0,0,0,0,1,0.333,0.333,0.5,0,10.833,0,0,0,0,13.333,11.333,D,FALSE,370029,,AllianceHealth - Clinton (FKA Integris Clinton Regional Hospital),D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73601,AllianceHealth Oklahoma,950916,CLINTON,OK,Dallas,"Ballew,Ho",0.065,107.5,8,FALSE,-98.9795,35.5115,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
0,48.218,15,3.359,441,1.156,0.857,725170,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,1,0,4.444,30.222,D,FALSE,371303,"HealthTrust Purchasing Group (HPG), Intalere (FKA: Amerinet)",Roger Mills Memorial Hospital,D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73628,,-1,CHEYENNE,OK,Dallas,"Ballew,Ho",,,,TRUE,-99.6725,35.6081,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,47.074,14,3.359,990,1.722,0.958,661349,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,1,1,1,4.444,30.222,D,FALSE,371325,"Premier Inc, Intalere (FKA: Amerinet), Provista, Vizient",Cordell Memorial Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73632,,-1,CORDELL,OK,Dallas,"Ballew,Ho",,,,TRUE,-98.9511,35.2788,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
427.25,46.116,38,3.359,1149,2.524,1.207,860927,45.312,0,0,0,0,1,0.333,0.333,0.5,0,40.833,1,0,1,1,8.889,34.444,C,FALSE,370153,"Intalere (FKA: Amerinet), Vizient",Elkview General Hospital,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,73651,,-1,HOBART,OK,Dallas,"Ballew,Ho",,,,TRUE,-99.0944,35.0255,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(0.0, 5.0]"
0,40.359,18,3.359,363,1.708,0.853,574674,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,1,0,1,4.444,30.222,D,FALSE,371332,"Premier Inc, Vizient",Seiling Municipal Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73663,,-1,SEILING,OK,Dallas,"Ballew,Ho",,,,TRUE,-98.8875,36.1278,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
504,54.19,105,3.359,1676,1.806,0.973,1870729,21.597,0,0.333,0.2,0,1,0,0.333,0,0,42,1,1,0,0,22.222,38.044,C,FALSE,370080,"Premier Inc, Cardinal Health",Share Medical Center,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,73717,,-1,ALVA,OK,Dallas,"Ballew,Ho",,,,TRUE,-98.6722,36.8016,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,48.784,25,3.359,1034,1.714,0.908,690195,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,1,1,0,4.444,32.889,D,FALSE,371329,"Premier Inc, Intalere (FKA: Amerinet)",Fairview Regional Medical Center,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73737,SSM Health in Oklahoma,66754,FAIRVIEW,OK,Dallas,"Ballew,Ho",0.032,131.333,6,FALSE,-98.604,36.2871,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,60.809,25,3.359,1801,1.834,1.068,1065441,21.597,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,4.444,8.889,D,FALSE,371313,Resource Optimization and Innovation (ROi),Mercy Hospital - Kingfisher,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73750,Mercy (MO),7027,KINGFISHER,OK,Dallas,"Ballew,Ho",0.005,154.6,34,FALSE,-97.9473,35.8636,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,49.461,17,3.359,446,1.292,0.944,608769,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,1,0,0,4.444,32.889,D,FALSE,371327,"Premier Inc, Cardinal Health",Okeene Municipal Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73763,,-1,OKEENE,OK,Dallas,"Ballew,Ho",,,,TRUE,-98.3254,36.1165,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1505,52.411,40,3.359,4013,2.55,1.313,2151686,44.375,0.167,0.333,0,0,1,0.333,0.333,0.5,0,16.667,0,0,0,0,8.889,15.111,D,FALSE,370002,HealthTrust Purchasing Group (HPG),AllianceHealth - Woodward (FKA:Woodward Regional Hospital),D,D,D,FALSE,TRUE,FALSE,D,,,-1,,FALSE,73801,AllianceHealth Oklahoma,950916,WOODWARD,OK,Dallas,"Ballew,Ho",0.047,107.5,8,FALSE,-99.402,36.4268,"(1001.0, 5000.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(0.0, 5.0]"
0,56.128,24,3.359,4438,1.93,1.07,1319781,24.583,0,0.333,0,0,1,0,0.333,0,0,10,0,0,0,0,4.444,8.889,D,FALSE,374001,,Northwest Center For Behavioral Health,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73801,Oklahoma Department Of Mental Health,270658,WOODWARD,OK,Dallas,"Ballew,Ho",0.127,47.25,4,FALSE,-99.402,36.4268,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,53.376,15,3.359,491,1.158,0.839,476707,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,1,1,0,4.444,32.889,D,FALSE,371324,"Premier Inc, Intalere (FKA: Amerinet)",Harper County Community Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73834,,-1,BUFFALO,OK,Dallas,"Ballew,Ho",,,,TRUE,-99.5538,36.8523,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,47.05,25,3.359,479,1.398,1.005,56142,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,1,0,0,4.444,30.222,D,FALSE,371336,Premier Inc,Newman Memorial Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73858,,-1,SHATTUCK,OK,Dallas,"Ballew,Ho",,,,TRUE,-99.8793,36.2889,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.186,24,3.359,675,1.152,0.989,570884,21.597,0,0.333,0,0,1,0,0.333,0,0,40,1,0,1,0,4.444,32.889,D,FALSE,371322,Intalere (FKA: Amerinet),Beaver County Memorial Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73932,,-1,BEAVER,OK,Dallas,"Ballew,Ho",,,,TRUE,-100.5177,36.8341,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,47.912,25,3.359,546,1.2,0.87,613487,21.597,0,0,0,0,1,0,0.333,0,0,36.667,1,0,1,1,4.444,30.222,D,FALSE,371307,"Intalere (FKA: Amerinet), Vizient",Cimarron Memorial Hospital,D,D,D,FALSE,FALSE,FALSE,D,,,-1,,FALSE,73933,,-1,BOISE CITY,OK,Dallas,"Ballew,Ho",,,,TRUE,-102.5355,36.7283,"(0.0, 1001.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,58.033,42,3.359,3132,1.984,1.001,888915,74.545,0,0.333,0,0,1,0,0.333,1,0,45,1,0,1,1,13.333,38.667,C,FALSE,370138,"Intalere (FKA: Amerinet), Vizient",Memorial Hospital Of Texas County,C,C,C,FALSE,FALSE,FALSE,C,,,-1,,FALSE,73942,Little River Healthcare,780807,GUYMON,OK,Dallas,"Ballew,Ho",0.545,25.667,3,FALSE,-101.4778,36.6961,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(6021665.45, 313446375.0]","(63.414, 82.273]","(0.0, 5.0]"
1739.75,47.701,55,3.359,2891,1.944,1.955,1614487,21.597,0.167,0,0,0,1,0.667,0.333,0,0,42.5,1,0,0,1,13.333,36.667,C,FALSE,370041,"HealthTrust Purchasing Group (HPG), Vizient",Bristow Medical Center,C,D,C,FALSE,TRUE,FALSE,D,,,-1,,FALSE,74010,,-1,BRISTOW,OK,Dallas,"Ballew,Ho",,,,TRUE,-96.3758,35.8209,"(1001.0, 5000.0]","(0.0, 48.525]","(3.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
