Num_Of_OP_Claims_Total,income,beds,Weighted_Safety_Domain_Score,households,ip_avg_stay,cmi_recent_value,ip_total_costs,Total_Performance_Score,Num_Of_OP_Claims_Total_score,income_score,beds_score,households_score,ip_avg_stay_score,cmi_recent_value_score,ip_total_costs_score,Total_Performance_Score_score,Weighted_Safety_Domain_Score_score,model_score,GPO_Text__c_Vizient_score,is_preimer,is_intalere,is_vazient,beds_score_size,Account_id_x,Provider_Number_x,Definitive_ID,Customer_ID,initial_score,score_label,is_kids_hospital,Provider_Number_y,GPO_Affiliations,Hospital_Name,post_state_score_label,post_state_applied,post_HealthTrust_score_label,post_HealthTrust_applied,post_Vazient_and_kids_score_label,post_Vazient_and_kids_applied,final_score,Account_id_y,first_year_month_transaction,Daily_Revenue_mean_2018,Daily_Revenue_sum_2018,Total_Daily_Revenue,is_quva_customer,Provider_Number,Zip_Code,IDN,Definitive_IDN_ID,City,State_y,Territory,Assigned_Name,weighted_score,idn_average_beds,Number_of_Hospitals,idn_final_score_label,is_independent,Pharmacy_Costs,Provider_ID,Total_Costs,Total_Charges,Pharmacy_Total_Cost,Longitude,Latitude,Num_Of_OP_Claims_Total_bucket,income_bucket,beds_bucket,households_bucket,ip_avg_stay_bucket,cmi_recent_value_bucket,ip_total_costs_bucket,Total_Performance_Score_bucket,Weighted_Safety_Domain_Score_bucket
819,154.632,149,0,3942,5,1.434,9816235,32.812,0,1,0.25,0,1,0.333,0,0,0,49.167,1,0,0,1,55.556,,50158,373,nan,50.444,B,FALSE,50158,"Vizient, Prime",Encino Hospital Medical Center,A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,50158,91436,Prime Healthcare Services Foundation,847806,ENCINO,CA,Los Angeles,"Schmit,Ke",0.075,1988,13,C,FALSE,2234122,50158,50392490,254150788,2234122,-118.4882,34.151,"(0.0, 1001.0]","(141.836, 176.893]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
7374,82.149,383,3.667,6873,6,1.771,54016694,14.583,0.333,0.667,0.5,0.25,1,0.333,0,0,0,54.583,1,0,0,1,100,,50235,388,nan,63.667,A,FALSE,50235,Vizient,Providence St Joseph Medical Center,A,TRUE,A,FALSE,A,FALSE,A,,,,,,FALSE,50235,91505,Providence Health & Services - California,846985,BURBANK,CA,Los Angeles,"Schmit,Ke",0.185,2073,6,A,FALSE,20474101,50235,353627013,2344649958,20474101,-118.3442,34.169,"(5000.0, 9140.479]","(80.564, 141.836]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
804,78.083,126,22.667,15682,3,1.828,9462704,53,0,0.333,0.25,0.5,1,0.333,0,0.5,1,27.5,0,0,0,0,44.444,,50586,527,nan,30.889,D,FALSE,50586,,Chino Valley Medical Center,C,TRUE,D,FALSE,D,FALSE,C,,,,,,FALSE,50586,91710,Prime Healthcare Services,542003,CHINO,CA,Los Angeles,"Schmit,Ke",0.025,4882,30,C,FALSE,2468663,50586,74358727,438986220,2468663,-117.6844,34.0125,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(15075.413, 20805.224]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(39.828, 63.414]","(22.507, 28.8]"
0,56.128,106,0,4438,2,1.085,5756669,24.583,0,0.333,0.25,0,1,0,0.333,0,0,42.5,1,1,0,0,44.444,,54111,4933,nan,42.889,C,FALSE,54111,Premier Inc,Canyon Ridge Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,54111,91710,Universal Health Services,7055,CHINO,CA,Los Angeles,"Schmit,Ke",0.006,18231,142,D,FALSE,,54111,16478366,58106401,0,-117.6844,34.0125,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(0.0, 164.197]","(0.0, 39.828]","(0.0, 5.0]"
466,40.996,117,16.667,8776,5,1.706,10197681,32,0,0,0.25,0.25,1,0.333,0,0,0.714,47.56,1,0,1,1,44.444,,50738,418,nan,46.937,C,FALSE,50738,"Intalere (FKA: Amerinet), Vizient",Greater El Monte Community Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50738,91733,AHMC Healthcare,7181,SOUTH EL MONTE,CA,Los Angeles,"Schmit,Ke",0.094,1246,7,A,FALSE,2209347,50738,52075466,315788846,2209347,-118.0444,34.0557,"(0.0, 1001.0]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(16.546, 20.0]"
0,75.943,128,0,6237,5,1.401,5384758,0,0,0.333,0.25,0.25,1,0.333,0.333,0,0,45.417,1,0,0,1,44.444,,50205,386,nan,45.222,C,FALSE,50205,"Vizient, Prime",Glendora Community Hospital (FKA: East Valley Hospital Medical Center),B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50205,91740,Prime Healthcare Services Foundation,847806,GLENDORA,CA,Los Angeles,"Schmit,Ke",0.064,1988,13,C,FALSE,872154,50205,28585376,79065533,872154,-117.8552,34.1287,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1787,75.943,105,4.333,6237,4,1.497,14412053,34.083,0.167,0.333,0.25,0.25,1,0.333,0,0,0,46.25,1,0,1,1,44.444,,50597,434,nan,45.889,C,FALSE,50597,"Intalere (FKA: Amerinet), Vizient",Foothill Presbyterian Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50597,91740,Citrus Valley Health Partners,7058,GLENDORA,CA,Los Angeles,"Schmit,Ke",0.251,261,3,B,FALSE,3708769,50597,76893413,313937352,3708769,-117.8552,34.1287,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
928,57.443,101,8,8692,5,1.388,10753536,15.25,0,0.333,0.25,0.25,1,0.333,0,0,0.143,45.179,1,0,1,1,44.444,,50736,416,nan,45.032,C,FALSE,50736,"Intalere (FKA: Amerinet), Vizient",Monterey Park Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50736,91754,AHMC Healthcare,7181,MONTEREY PARK,CA,Los Angeles,"Schmit,Ke",0.081,1246,7,A,FALSE,3179069,50736,70543567,662964327,3179069,-118.1271,34.0534,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
3107,57.443,210,8.333,8692,7,1.705,39183206,40.167,0.167,0.333,0.375,0.25,0,0.333,0,0.5,0.143,46.429,1,0,1,1,88.889,,50737,417,nan,54.921,B,FALSE,50737,"Intalere (FKA: Amerinet), Vizient",Garfield Medical Center,A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,50737,91754,AHMC Healthcare,7181,MONTEREY PARK,CA,Los Angeles,"Schmit,Ke",0.169,1246,7,A,FALSE,9345972,50737,198081387,1699669467,9345972,-118.1271,34.0534,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(5.0, 10.0]"
408,55.275,102,9.778,7474,3,1.808,5985408,12.778,0,0.333,0.25,0.25,1,0.333,0.333,0,0.143,16.845,0,0,0,0,44.444,,50758,529,nan,22.365,D,FALSE,50758,Prime,Montclair Hospital Medical Center,C,TRUE,D,FALSE,D,FALSE,C,,,,,,FALSE,50758,91763,Prime Healthcare Services Foundation,847806,MONTCLAIR,CA,Los Angeles,"Schmit,Ke",0.051,1988,13,C,FALSE,1769208,50758,41910749,175453634,1769208,-117.6987,34.0733,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
0,54.272,99,0,9751,7,1.486,12787861,0,0,0.333,0.125,0.25,0,0.333,0,0,0,37.5,1,0,1,0,44.444,,50782,6114,nan,38.889,C,FALSE,50782,"HealthTrust Purchasing Group (HPG), Intalere (FKA: Amerinet)",Casa Colina Hospital and Centers for Healthcare (FKA Casa Colina Hospital For Rehab Medicine),B,TRUE,D,TRUE,C,FALSE,D,,,,,,FALSE,50782,91769,,-1,POMONA,CA,Los Angeles,"Schmit,Ke",,,,,TRUE,,50782,73128405,183855853,0,-117.7523,34.0553,"(0.0, 1001.0]","(48.525, 80.564]","(50.0, 100.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
684,94.283,64,10,8972,4,1.767,7343536,32.25,0,0.667,0.125,0.25,1,0.333,0,0,0.143,47.262,1,0,0,1,33.333,,50588,433,nan,44.476,C,FALSE,50588,Vizient,San Dimas Community Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50588,91773,Prime Healthcare Services,542003,SAN DIMAS,CA,Los Angeles,"Schmit,Ke",0.013,4882,30,C,FALSE,1282349,50588,50268886,280294080,1282349,-117.8169,34.1023,"(0.0, 1001.0]","(80.564, 141.836]","(50.0, 100.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
2790,52.755,273,6,8964,7,1.51,34946519,42.917,0.167,0.333,0.5,0.25,0,0.333,0,0.5,0.143,47.679,1,0,1,1,88.889,,50132,364,nan,55.921,B,FALSE,50132,"Intalere (FKA: Amerinet), Vizient",San Gabriel Valley Medical Center,A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,50132,91776,AHMC Healthcare,7181,SAN GABRIEL,CA,Los Angeles,"Schmit,Ke",0.219,1246,7,A,FALSE,8796767,50132,159034313,1025258888,8796767,-118.0955,34.089,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(39.828, 63.414]","(5.0, 10.0]"
4457,57.912,271,5,12241,5,1.812,44119284,30.833,0.167,0.333,0.5,0.25,1,0.333,0,0,0,48.75,1,0,0,1,88.889,,50099,523,nan,56.778,B,FALSE,50099,Vizient,San Antonio Regional Hospital (FKA San Antonio Community Hospital),A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,50099,91786,,-1,UPLAND,CA,Los Angeles,"Schmit,Ke",,,,,TRUE,13133161,50099,290462470,1701698833,13133161,-117.6583,34.1144,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,71.925,46,0,10317,2,0.974,3058376,0,0,0.333,0,0.25,1,0,0.333,0,0,41.25,1,0,1,0,22.222,,50096,375,nan,37.444,C,FALSE,50096,Intalere (FKA: Amerinet),West Covina Medical Center (AKA Doctors Hospital Of West Covina),B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50096,91790,,-1,WEST COVINA,CA,Los Angeles,"Schmit,Ke",,,,,TRUE,254369,50096,13915719,54501140,254369,-117.9366,34.0673,"(0.0, 1001.0]","(48.525, 80.564]","(3.0, 50.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2550,71.925,158,3.281,10317,5,1.401,16946149,21.536,0.167,0.333,0.375,0.25,1,0.333,0,0,0,47.5,1,0,0,1,66.667,,050382*,541960,nan,51.333,B,FALSE,050382*,Vizient,Queen Of The Valley Hospital (FKA Citrus Valley Medica Center - Queen of the Valley),A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,050382*,91790,Citrus Valley Health Partners,7058,WEST COVINA,CA,Los Angeles,"Schmit,Ke",0.377,261,3,B,FALSE,,,,,,-117.9366,34.0673,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1827,55.752,144,11,13368,6,1.455,17425836,32,0.167,0.333,0.25,0.25,1,0.333,0,0,0.286,49.107,1,0,1,1,55.556,,50281,396,nan,50.397,B,FALSE,50281,"Vizient, Intalere (FKA: Amerinet)",Alhambra Hospital Medical Center,A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,50281,91801,AHMC Healthcare,7181,ALHAMBRA,CA,Los Angeles,"Schmit,Ke",0.116,1246,7,A,FALSE,5515202,50281,83119463,519699611,5515202,-118.1293,34.0914,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(10.0, 12.618]"
4218,52.665,343,5.667,17578,6,1.754,65647316,33.5,0.167,0.333,0.5,0.5,1,0.333,0,0,0.143,51.429,1,0,0,1,100,,50222,547,nan,61.143,A,FALSE,50222,Vizient,Sharp Chula Vista Medical Center,A,TRUE,A,FALSE,A,FALSE,A,,,,,,FALSE,50222,91911,Sharp HealthCare,4728,CHULA VISTA,CA,Los Angeles,"Schmit,Ke",0.262,1150,7,A,FALSE,24061871,50222,351201456,2053809344,24518675,-117.0565,32.6084,"(1001.0, 5000.0]","(48.525, 80.564]","(254.456, 1532.489]","(15075.413, 20805.224]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(5.0, 10.0]"
2550,52.665,158,3.281,17578,5,1.401,16946149,21.536,0.167,0.333,0.375,0.5,1,0.333,0,0,0,18.75,0,0,0,0,66.667,,050024*,581784,nan,28.333,D,FALSE,050024*,,Paradise Valley Hospital - Bayview Behavioral Health Campus,C,TRUE,D,FALSE,D,FALSE,C,,,,,,FALSE,050024*,91911,Prime Healthcare Services,542003,CHULA VISTA,CA,Los Angeles,"Schmit,Ke",0.031,4882,30,C,FALSE,,,,,,-117.0565,32.6084,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(15075.413, 20805.224]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
1413,41.467,291,0,12092,6,1.431,27632282,0,0.167,0,0.5,0.25,1,0.333,0,0,0,45.417,1,0,0,1,88.889,,50024,549,nan,54.111,B,FALSE,50024,Vizient,Paradise Valley Hospital,A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,50024,91950,Prime Healthcare Services,542003,NATIONAL CITY,CA,Los Angeles,"Schmit,Ke",0.058,4882,30,C,FALSE,5788800,50024,115780210,490266556,5788800,-117.0897,32.6749,"(1001.0, 5000.0]","(0.0, 48.525]","(254.456, 1532.489]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
5697,103.924,193,7.667,11750,5,1.632,39665561,38.75,0.333,0.667,0.375,0.25,1,0.333,0,0,0.143,54.762,1,0,0,1,88.889,,50503,536,nan,61.587,A,FALSE,50503,"Dignity Health Purchasing Network (DHPN), Vizient",Scripps Memorial Hospital - Encinitas,A,TRUE,A,FALSE,A,FALSE,A,,,,,,FALSE,50503,92024,Scripps Health,4768,ENCINITAS,CA,Los Angeles,"Schmit,Ke",0.123,1407,6,A,FALSE,11598636,50503,234170050,1217763710,11661843,-117.2689,33.0535,"(5000.0, 9140.479]","(80.564, 141.836]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,16.25,0,0,0,0,55.556,,51990,5318,nan,24.111,D,FALSE,51990,,Sunland Home Foundation,C,TRUE,D,FALSE,D,FALSE,C,,,,,,FALSE,51990,92024,,-1,ENCINITAS,CA,Los Angeles,"Schmit,Ke",,,,,TRUE,,,,,,-117.2689,33.0535,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
20530,80.733,654,5,4931,7,2.239,154856602,30.083,0.5,0.667,0.5,0,0,0.667,0,0,0,52.5,1,1,0,1,100,,50025,550,nan,62,A,FALSE,50025,"Vizient, Premier Inc",University of California San Diego Medical Center,A,TRUE,A,FALSE,A,FALSE,A,,,,,,FALSE,50025,92103,University of California San Diego Health System (AKA: UC San Diego Health),7031,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",0.507,815,5,A,FALSE,196583579,50025,1422418598,4966739708,196583579,-117.1636,32.7466,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.897, 2.489]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
11432,80.733,523,7.333,4931,6,1.699,102030541,33.417,0.5,0.667,0.5,0,1,0.333,0,0,0.143,57.262,1,0,0,1,100,,50077,544,nan,65.81,A,FALSE,50077,"Dignity Health Purchasing Network (DHPN), Vizient",Scripps Mercy Hospital,A,TRUE,A,FALSE,A,FALSE,A,,,,,,FALSE,50077,92103,Scripps Health,4768,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",0.334,1407,6,A,FALSE,,50077,590088613,3276694038,0,-117.1636,32.7466,"(9140.479, 35608.014]","(80.564, 141.836]","(254.456, 1532.489]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
0,56.128,110,0,4438,21,1.204,11420155,24.583,0,0.333,0.25,0,0,0.333,0,0,0,7.5,0,0,0,0,44.444,,52044,6282,nan,14.889,D,FALSE,52044,HealthTrust Purchasing Group (HPG),Vibra Hospital Of San Diego,C,TRUE,D,TRUE,D,FALSE,D,,,,,,FALSE,52044,92103,Vibra Healthcare,542027,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",0.037,2669,32,D,FALSE,939890,52044,45600826,234342553,939890,-117.1636,32.7466,"(0.0, 1001.0]","(48.525, 80.564]","(100.0, 150.0]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
0,66.809,425,0,6223,2,1.449,99151470,0,0,0.333,0.5,0.25,1,0.333,0,0,0,46.25,1,0,1,1,100,,53303,6217,nan,57,B,TRUE,53303,"Intalere (FKA: Amerinet), Vizient",Rady Childrens Hospital San Diego,A,TRUE,B,FALSE,A,TRUE,A,,,,,,FALSE,53303,92123,,-1,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",,,,,TRUE,46804627,53303,654713559,2249224100,46804627,-117.1392,32.7973,"(0.0, 1001.0]","(48.525, 80.564]","(254.456, 1532.489]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
0,56.128,158,0,4438,3,1.084,21742545,24.583,0,0.333,0.375,0,1,0,0,0,0,42.083,1,0,0,1,66.667,,54145,6164,nan,47,C,FALSE,54145,Vizient,Sharp Mesa Vista Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,54145,92123,Sharp HealthCare,4728,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",0.121,1150,7,A,FALSE,2419112,54145,72691249,371427499,2492905,-117.1392,32.7973,"(0.0, 1001.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,0,1,55.556,,000nan,867141,nan,48.111,C,FALSE,000nan,"Vizient, National Capital Area Shared Services Inc",Kaiser Permanente San Diego Medical Center,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,000nan,92123,Kaiser Permanente - Southern California Region,845346,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",0.022,6765,23,A,FALSE,,000nan,263793813,1004965429,11524023,-117.1392,32.7973,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,0,1,55.556,,000nan,842964,nan,48.111,C,FALSE,000nan,"Vizient, National Capital Area Shared Services Inc",San Diego Central Hospital (Opening 2017),B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,000nan,92123,Kaiser Permanente - Southern California Region,845346,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",0.022,6765,23,A,FALSE,,000nan,263793813,1004965429,11524023,-117.1392,32.7973,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2550,66.809,158,3.281,6223,5,1.401,16946149,21.536,0.167,0.333,0.375,0.25,1,0.333,0,0,0,47.5,1,0,0,1,66.667,,050100*,4783,nan,51.333,B,FALSE,050100*,Vizient,Sharp Mary Birch Hospital For Women & Newborns,A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,050100*,92123,Sharp HealthCare,4728,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",0.121,1150,7,A,FALSE,,,,,,-117.1392,32.7973,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,0,1,55.556,,50100,545,nan,48.111,C,FALSE,50100,Vizient,Sharp Memorial Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50100,92123,Sharp HealthCare,4728,SAN DIEGO,CA,Los Angeles,"Schmit,Ke",0.119,1150,7,A,FALSE,60865225,,,,,-117.1392,32.7973,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
1688,48.797,130,12,13099,4,1.566,16262749,21.5,0.167,0.333,0.25,0.25,1,0.333,0,0,0.286,49.107,1,0,0,1,44.444,,50534,498,nan,48.175,C,FALSE,50534,Vizient,John F Kennedy Memorial Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50534,92201,Tenet Healthcare,4685,INDIO,CA,Los Angeles,"Schmit,Ke",0.015,8384,38,D,FALSE,4173885,50534,111975277,929708871,4173885,-116.2168,33.7207,"(1001.0, 5000.0]","(48.525, 80.564]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(10.0, 12.618]"
2694,58.639,156,3.272,5038.828,5,1.359,16674035,21.513,0.167,0.333,0.375,0,1,0.333,0,0,0,46.25,1,0,1,1,55.556,,000nan,577382,nan,48.111,C,FALSE,000nan,"Intalere (FKA: Amerinet), Vizient",Telecare Riverside County Psychiatric Health Facility,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,000nan,92201,Telecare Corporation,553052,INDIO,CA,Los Angeles,"Schmit,Ke",0.196,796,6,B,FALSE,,000nan,263793813,1004965429,11524023,-116.2168,33.7207,"(1001.0, 5000.0]","(48.525, 80.564]","(150.0, 254.456]","(0.0, 5323.096]","(6.546, 10.75]","(1.185, 1.897]","(6021665.45, 313446375.0]","(0.0, 39.828]","(0.0, 5.0]"
1285,52.104,77,9,6695,4,1.335,11124788,26.833,0.167,0.333,0.125,0.25,1,0.333,0,0,0.143,46.429,1,1,0,0,33.333,,50054,505,nan,43.81,C,FALSE,50054,Premier Inc,San Gorgonio Memorial Hospital,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50054,92220,,-1,BANNING,CA,Los Angeles,"Schmit,Ke",,,,,TRUE,3361352,50054,81384639,320278813,3361352,-116.8899,33.9282,"(1001.0, 5000.0]","(48.525, 80.564]","(50.0, 100.0]","(5323.096, 15075.413]","(6.546, 10.75]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
708,48.507,51,0,4065,3,1.094,2209119,10.455,0,0,0.125,0,1,0,0.333,0,0,37.917,1,0,1,0,22.222,,50423,499,nan,34.778,D,FALSE,50423,Intalere (FKA: Amerinet),Palo Verde Hospital,C,TRUE,D,FALSE,D,FALSE,C,,,,,,FALSE,50423,92225,,-1,BLYTHE,CA,Denver,"Ramirez,Ma",,,,,TRUE,1363756,50423,19276887,68935185,1363756,-114.5963,33.6103,"(0.0, 1001.0]","(0.0, 48.525]","(50.0, 100.0]","(0.0, 5323.096]","(-0.474, 6.546]","(0.0, 1.185]","(15070.302, 6021665.45]","(0.0, 39.828]","(0.0, 5.0]"
5148,46.739,107,12,5662,4,1.459,9541020,24.833,0.333,0,0.25,0.25,1,0.333,0,0,0.286,48.274,1,0,0,1,44.444,,50342,340,nan,47.508,C,FALSE,50342,Vizient,Pioneers Memorial Healthcare District,B,TRUE,C,FALSE,C,FALSE,B,,,,,,FALSE,50342,92227,Scripps Health,4768,BRAWLEY,CA,Los Angeles,"Schmit,Ke",0.068,1407,6,A,FALSE,4044746,50342,99662537,444363347,4044746,-115.5296,32.9792,"(5000.0, 9140.479]","(0.0, 48.525]","(100.0, 150.0]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(10.0, 12.618]"
7994,49.646,161,6.333,10212,4,1.423,11150129,25.333,0.333,0.333,0.375,0.25,1,0.333,0,0,0.143,51.429,1,1,0,1,77.778,,50045,339,nan,56.698,B,FALSE,50045,"Premier Inc, Vizient",El Centro Regional Medical Center,A,TRUE,B,FALSE,B,FALSE,A,,,,,,FALSE,50045,92243,University of California San Diego Health System (AKA: UC San Diego Health),7031,EL CENTRO,CA,Los Angeles,"Schmit,Ke",0.125,815,5,A,FALSE,4847695,50045,118644900,659214391,4847695,-115.5665,32.7893,"(5000.0, 9140.479]","(48.525, 80.564]","(150.0, 254.456]","(5323.096, 15075.413]","(-0.474, 6.546]","(1.185, 1.897]","(15070.302, 6021665.45]","(0.0, 39.828]","(5.0, 10.0]"
